ASMID,SPECIES,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,LOCUSTAG
GCA_001014755.1_ASM101475v1,Blastomyces silverae,UAMH 139,PRJNA178178;PRJNA179100;PRJNA289976,2060906,dikarya,Ascomycota,,Eurotiomycetes,,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces silverae,F933012B
GCA_018856295.1_ASM1885629v1,Blastosporella zonata,Bzo6,PRJNA417766,530045,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Lyophyllaceae,Blastosporella,Blastosporella zonata,FD5D1F33
GCA_905067625.1_Bgtriticale_THUN12_genome_v1_2,Blumeria graminis f. sp. triticale,THUN-12,PRJEB40658,1689686,dikarya,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis,FAC89E8E
GCA_024363405.1_ASM2436340v1,Blumeria graminis f. sp. tritici,Bgt_Wtn1,PRJNA825650,62690,dikarya,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis,FE633C37
GCA_000417865.1_Bgt_94202_1,Blumeria graminis f. sp. tritici 94202,94202,PRJNA193396,1306135,dikarya,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis,F4D1A9C3
GCA_000418435.1_Bgt_454_newbler_assembly,Blumeria graminis f. sp. tritici 96224,96224,PRJNA183607,1268274,dikarya,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis,FE03EE56
GCA_000441875.1_Bgt_#70_1,Blumeria graminis f. sp. tritici Bgt#70,Bgt#70,PRJNA193611,1307830,dikarya,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis,F6E743E5
GCA_000417025.1_ASM41702v1,Blumeria graminis f. sp. tritici JIW2,JIW2,PRJNA193393,1306134,dikarya,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis,FBE1B2CA
GCA_900237765.1_BghRACE1_v1,Blumeria hordei,RACE1,PRJEB23162,2867405,dikarya,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria hordei,F8D2A9A6
GCA_000401675.1_A6_trimmed_clc_assembly_flt.fa,Blumeria hordei A6,A6,PRJNA186717,1283758,dikarya,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria hordei,F44BCDC6
GCA_900239735.1_BGH_DH14_v4,Blumeria hordei DH14,,PRJEB23502,546991,dikarya,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria hordei,F80A27E7
GCA_000401615.1_K1_trimmed_clc_assembly_flt.fa,Blumeria hordei K1,K1,PRJNA186718,1283759,dikarya,Ascomycota,,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria hordei,F03B9330
GCA_009599575.1_MSU_Bj_1.1,Blumeriella jaapii,11BO-GW45,PRJNA565027,373115,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,Drepanopezizaceae,Blumeriella,Blumeriella jaapii,F84F5560
GCA_003614705.1_Blyhe1,Blyttiomyces helicus,Perch Fen,PRJNA332782,388810,fungi,Chytridiomycota,,Chytridiomycetes,,,,Blyttiomyces,Blyttiomyces helicus,FFC03817
GCA_027604625.1_ASM2760462v1,Blyttiomyces sp. JEL0837,JEL0837,PRJNA619723,2724214,fungi,Chytridiomycota,,Chytridiomycetes,,,,Blyttiomyces,Blyttiomyces sp. JEL0837,FE719DCE
GCF_020726555.1_Boeex1,Boeremia exigua,MPI-SDFR-AT-0100,PRJNA441695,749465,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Boeremia,Boeremia exigua,F6AA1B17
GCA_022560035.1_ASM2256003v1,Boeremia foveata,CBS 200.37,PRJNA704467,749552,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Boeremia,Boeremia foveata,F31E0BA6
GCA_022609225.1_ASM2260922v1,Boeremia lycopersici,CBS 378.67,PRJNA704428,749563,dikarya,Ascomycota,,Dothideomycetes,,Pleosporales,Didymellaceae,Boeremia,Boeremia lycopersici,F7059964
GCA_026027345.1_ASM2602734v1,Bogoriella megaspora,Aptroot 77511-TS-e1943,PRJNA833438,2939406,dikarya,Ascomycota,,Dothideomycetes,,Trypetheliales,Trypetheliaceae,Bogoriella,Bogoriella megaspora,F78781A8
GCA_041722455.1_DLT08-010,Boletaceae sp. DLT08-010,DLT08-010,PRJNA1022813,3134564,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. DLT08-010,FBAA9119
GCA_041722295.1_MAD-m10-Boletaceae,Boletaceae sp. KM206666,KM206666,PRJNA1022813,3134566,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. KM206666,F537FA3D
GCA_041722255.1_MAD-m38-Xerocomus-sp,Boletaceae sp. KM206700,KM206700,PRJNA1022813,3134567,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. KM206700,FCF781C7
GCA_041722215.1_MAD-m47-Boletaceae,Boletaceae sp. KM206711,KM206711,PRJNA1022813,3134568,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. KM206711,FDAED364
GCA_041722195.1_MAD-m49-Boletaceae,Boletaceae sp. KM206713,KM206713,PRJNA1022813,3134569,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. KM206713,FE471B3E
GCA_041722055.1_MAD-m75-Boletellus-sp,Boletaceae sp. KM206733,KM206733,PRJNA1022813,3134570,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. KM206733,FE642C22
GCA_041722135.1_MAD-m73-Boletellus-sp,Boletaceae sp. KM206735,KM206735,PRJNA1022813,3134571,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. KM206735,FEC0C2C2
GCA_041722175.1_MAD-m71-Xerocomus-sp,Boletaceae sp. KM206737,KM206737,PRJNA1022813,3134572,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. KM206737,FA58BA6D
GCA_041722155.1_MAD-m63-Boletellus-sp,Boletaceae sp. KM206743,KM206743,PRJNA1022813,3134573,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. KM206743,FCF521AA
GCA_041722575.1_CTN08-007-Boletaceae,Boletaceae sp. TRTC157208,TRTC157208,PRJNA1022813,3134574,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. TRTC157208,FCC6D4BE
GCA_041722635.1_CTN08-029,Boletaceae sp. TRTC157229,TRTC157229,PRJNA1022813,3134575,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. TRTC157229,F90673F8
GCA_041722495.1_CTN08-049-Leccinum-sp,Boletaceae sp. TRTC157249,TRTC157249,PRJNA1022813,3134576,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. TRTC157249,F1766F9D
GCA_041722475.1_CTN08-051-Boletaceae,Boletaceae sp. TRTC157251,TRTC157251,PRJNA1022813,3134577,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. TRTC157251,F78AD447
GCA_041722115.1_MU-11-Boletaceae,Boletaceae sp. TRTC163558,TRTC163558,PRJNA1022813,3134578,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. TRTC163558,FE35EEFC
GCA_041721915.1_SWK177-Boletaceae,Boletaceae sp. TRTC168347,TRTC168347,PRJNA1022813,3134579,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. TRTC168347,FAF46FCE
GCA_041721795.1_SWK351-Boletaceae,Boletaceae sp. TRTC168532,TRTC168532,PRJNA1022813,3134580,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. TRTC168532,FBD0223D
GCA_041721715.1_SWK385-Boletaceae,Boletaceae sp. TRTC168571,TRTC168571,PRJNA1022813,3134581,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. TRTC168571,FE1D6E40
GCA_041721695.1_SWK386-Pulchroboletus-cf,Boletaceae sp. TRTC168574,TRTC168574,PRJNA1022813,3134582,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. TRTC168574,F58AA80D
GCA_041722595.1_BD890-Emersons-bolete,Boletaceae sp. UT-M0000358,UT-M0000358,PRJNA1022813,3134583,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,,Boletaceae sp. UT-M0000358,F321ABB9
GCA_038090395.1_NY1393526-Hemioporus-cooloolae,Boletales sp. KT-2023a,NY1393526,PRJNA1022813,3095616,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,,,Boletales sp. KT-2023a,F24FDE19
GCA_038089675.1_NY815477-Hemioporus-ivoryi,Boletales sp. KT-2023b,NY815477,PRJNA1022813,3095617,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,,,Boletales sp. KT-2023b,FC814391
GCA_038093915.1_DLT08-013-Boletellus-emodensis,Boletellus aff. emodensis,TRTC161132,PRJNA1022813,1914044,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletellus,Boletellus aff. emodensis,F9902019
GCA_038094175.1_BD832-Boletellus-aff-lepidosporta,Boletellus aff. lepidospora,UT-M0000424,PRJNA1022813,2842267,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletellus,Boletellus aff. lepidospora,F3234657
GCA_038089335.1_SWK356-Hourangia-sp,Boletellus aff. obscurococcineus,TRTC168541,PRJNA1022813,3095546,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletellus,Boletellus aff. obscurococcineus,F5E2B77D
GCA_038089895.1_NY2685995-Boletellus-ananas,Boletellus ananas,NY2685995,PRJNA1022813,80578,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletellus,Boletellus ananas,FCCC5AB6
GCA_038089975.1_NY2685958-Boletellus-ananiceps,Boletellus ananiceps,NY2685958,PRJNA1022813,1661728,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletellus,Boletellus ananiceps,F93294B6
GCA_038090195.1_NY2072458-Boletellus-deceptivus,Boletellus deceptivus,NY2072458,PRJNA1022813,1661730,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletellus,Boletellus deceptivus,F6043F8A
GCA_038089035.1_TH8616-Boletellus-dicymbophilus,Boletellus dicymbophilus,G4416,PRJNA1022813,925639,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletellus,Boletellus dicymbophilus,F4DDBD1B
GCA_038089935.1_NY2685960-Boletellus-emodensis,Boletellus emodensis,NY2685960,PRJNA1022813,509538,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletellus,Boletellus emodensis,F93F56C6
GCA_038090975.1_MICH4994-Boletellus-pseudochrysenteroides,Boletellus pseudochrysenteroides,MICH4994,PRJNA1022813,2172112,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletellus,Boletellus pseudochrysenteroides,F50D886F
GCA_041721855.1_SWK290-Boletellus-sp,Boletellus sp. TRTC168476,TRTC168476,PRJNA1022813,3134585,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletellus,Boletellus sp. TRTC168476,F74E08C7
GCA_041722855.1_BD714-Boletellus,Boletellus sp. UT-M0000026,UT-M0000026,PRJNA1022813,3134586,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletellus,Boletellus sp. UT-M0000026,F9922C71
GCA_038093895.1_DBG214687-Boletus-cf-mottiae,Boletus aff. mottiae,DBG-F-214687,PRJNA1022813,3095539,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus aff. mottiae,FA8460C8
GCA_038094555.1_BD626-Boletus-sp,Boletus aff. phaeocephalus,UT-M0002039,PRJNA1022813,3095531,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus aff. phaeocephalus,FFA061FB
GCA_038088755.1_UT492-Boletus-aff-separans-TX,Boletus aff. separans,UT-M0000492,PRJNA1022813,2172115,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus aff. separans,F91E360A
GCA_038089475.1_S0258-Neoboletus-aff-vermiculosoides.,Boletus aff. vermiculosoides,UT-M0002046,PRJNA1022813,3095544,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus aff. vermiculosoides,FD6EA112
GCA_038093735.1_JMMU340,Boletus aff. violaceofuscus,TRTC163470,PRJNA1022813,3095541,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus aff. violaceofuscus,F0985C92
GCA_038093955.1_DED7854-Boletus-albobrunnescens,Boletus albobrunnescens,SFSU-F-021373,PRJNA1022813,1045929,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus albobrunnescens,F0BB8D65
GCA_038089435.1_REH8497-Boletus-austroedulis,Boletus austroedulis,NY1393612,PRJNA1022813,925637,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus austroedulis,F77192FB
GCA_038088775.1_UT480-Boletus-barrowsii,Boletus barrowsii,UT-M0000480,PRJNA1022813,495273,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus barrowsii,F188EA0D
GCA_003316205.1_ASM331620v1,Boletus bicolor,MG1,PRJNA454572,279506,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus bicolor,F1962838
GCA_038090895.1_MICH5000-Boletus-bicoloroides,Boletus bicoloroides,MICH5000,PRJNA1022813,2805069,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus bicoloroides,F15727C1
GCA_038093355.1_MICH10006-Boletus-calvinii,Boletus calvinii,MICH10006,PRJNA1022813,3095451,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus calvinii,FA1876EC
GCA_038093335.1_MICH10007-Boletus-chippewaensis,Boletus chippewaensis,MICH10007,PRJNA1022813,495276,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus chippewaensis,F47088B9
GCA_025782845.1_Bolcoc1,Boletus coccyginus,2016PMI039,PRJNA621324,1758874,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus coccyginus,F0A381ED
GCA_038092175.1_MICH11252-Leccinum-coffeatum,Boletus coffeatus,MICH11252,PRJNA1022813,3095452,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus coffeatus,F257A72D
GCA_038090915.1_MICH4997-Boletus-eberwhitei,Boletus eberwhitei,MICH4997,PRJNA1022813,3095453,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus eberwhitei,FA2D9D54
GCA_054741165.1_BolEdBiel_h2,Boletus edulis,BIEL_REF-S1,PRJNA1187522,36056,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus edulis,F8D0EDC2
GCA_015179015.1_Boled5,Boletus edulis BED1,BED1,PRJNA200598,1328754,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus edulis,F332FEAD
GCA_038093195.1_MICH10009-Boletus-fagicola,Boletus fagicola,MICH10009,PRJNA1022813,2172118,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus fagicola,F48FA0A0
GCA_038093235.1_MICH10011-Boletus-harrisonii,Boletus harrisonii,MICH10011,PRJNA1022813,2614616,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus harrisonii,FFE1AB64
GCA_038093245.1_MICH10012-Boletus-holoroseus,Boletus holoroseus,MICH10012,PRJNA1022813,3095455,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus holoroseus,FA15147C
GCA_038093175.1_MICH10013-Boletus-hoseneae,Boletus hoseneyae,MICH10013,PRJNA1022813,3095456,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus hoseneyae,FB548F0D
GCA_038093155.1_MICH10014-Boletus-huronensis,Boletus huronensis,MICH10014,PRJNA1022813,2320239,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus huronensis,FF496D1B
GCA_038093095.1_MICH10017-Boletus-insuetus,Boletus insuetus,MICH10017,PRJNA1022813,3095457,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus insuetus,F0E9A5D1
GCA_038094115.1_BD919Chile-Boletus-loyita,Boletus loyita,UT-M0002051,PRJNA1022813,2798787,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus loyita,FA59AD2A
GCA_038093055.1_MICH10019-Boletus-mariae,Boletus mariae,MICH10019,PRJNA1022813,3095458,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus mariae,FB148D69
GCA_038093015.1_MICH10020-Boletus-miniato-pallescens,Boletus miniatopallescens,MICH10020,PRJNA1022813,1564247,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus miniatopallescens,F2DF53F9
GCA_038093035.1_MICH10023-Boletus-nancyae,Boletus nancyae,MICH10023,PRJNA1022813,3095459,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus nancyae,F9F4A812
GCA_038088815.1_UT485-Boletus-nobilissimus,Boletus nobilissimus,UT-M0000485,PRJNA1022813,495283,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus nobilissimus,FAEFFB7C
GCA_038093075.1_MICH10024-Boletus-patriciae,Boletus patriciae,MICH10024,PRJNA1022813,3095460,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus patriciae,FCC8C4AA
GCA_038092855.1_MICH10033-Boletus-piedmontensis,Boletus piedmontensis,MICH10033,PRJNA1022813,3095461,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus piedmontensis,FB4C1D67
GCA_038092955.1_MICH10027-Boletus-pseudo-olivaceus,Boletus pseudo-olivaceus,MICH10027,PRJNA1022813,3095462,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus pseudo-olivaceus,FF542B06
GCA_038092915.1_MICH10028-Boletus-pseudopeckii,Boletus pseudopeckii,MICH10028,PRJNA1022813,3095463,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus pseudopeckii,F359A70F
GCA_038092835.1_MICH10034-Boletus-pseudoseparans,Boletus pseudoseparans,MICH10034,PRJNA1022813,3095464,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus pseudoseparans,FDE37655
GCA_038094095.1_BD921Chile-Boletus-putidus,Boletus putidus,UT-M0002057,PRJNA1022813,1833960,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus putidus,F13E60AB
GCA_038093535.1_KZOM-212-Boletus-reticulatus,Boletus reticulatus,KZOM-212,PRJNA1022813,182632,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus reticulatus,F4E16D78
GCA_018397855.1_ASM1839785v1,Boletus reticuloceps,BR01,PRJNA702108,495285,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus reticuloceps,FD859866
GCA_038088795.1_UBC-30908-Boletus-rex-veris,Boletus rex-veris,UBC-30908,PRJNA1022813,748099,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus rex-veris,F8D97BF8
GCA_038092935.1_MICH10032-Boletus-roseobadius,Boletus roseobadius,MICH10032,PRJNA1022813,3095465,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus roseobadius,F2611225
GCA_038092775.1_MICH10036-Boletus-rubescentipes,Boletus rubescentipes,MICH10036,PRJNA1022813,3095466,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus rubescentipes,F4C8F234
GCA_038092795.1_MICH10037-Boletus-rubissimus,Boletus rubissimus,MICH10037,PRJNA1022813,2268384,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus rubissimus,F27C1C19
GCA_038090375.1_NY13528-Boletus-rubroflammeus,Boletus rubroflammeus,NY13528,PRJNA1022813,3095467,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus rubroflammeus,F79D9E30
GCA_038092695.1_MICH10041-Boletus-rubropictus,Boletus rubropictus,MICH10041,PRJNA1022813,3095468,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus rubropictus,FCA569CD
GCA_038092675.1_MICH10042-Boletus-rufocinnamomeus,Boletus rufocinnamomeus,MICH10042,PRJNA1022813,2879843,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus rufocinnamomeus,FA435047
GCA_038090295.1_NY2072379-Boletus-semigastroideus,Boletus semigastroideus,NY2072379,PRJNA1022813,1355225,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus semigastroideus,F4EE25B1
GCA_038092655.1_MICH10045-Boletus-sensibilis_var._subviscidus,Boletus sensibilis,MICH10045,PRJNA1022813,1355144,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus sensibilis,F5ADB586
GCA_038092715.1_MICH10047-Boletus-smithii,Boletus smithii,MICH10047,PRJNA1022813,80583,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus smithii,F9B33AC8
GCA_003313885.1_ASM331388v1,Boletus sp. MG55,MG55,PRJNA454572,2175973,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus sp. MG55,F59171FB
GCA_003313155.1_ASM331315v1,Boletus sp. MG95,MG95,PRJNA454572,2175972,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus sp. MG95,F474DB2B
GCA_041722035.1_MULU70-Boletus,Boletus sp. MULU70,MULU70,PRJNA1022813,3134587,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus sp. MULU70,F2383A38
GCA_019096195.1_ASM1909619v1,Boletus sp. NGJ,NGJ,PRJNA725354,2831041,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus sp. NGJ,F855CBA2
GCA_041722275.1_TW01-indigo-boletus-Taiwan,Boletus sp. UT-M0002076,UT-M0002076,PRJNA1022813,3134588,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus sp. UT-M0002076,FA9B48DE
GCA_003316055.1_ASM331605v1,Boletus speciosus,MG10,PRJNA454572,374761,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus speciosus,FCF9B5FE
GCA_038092615.1_MICH10049-Boletus-sphaerocystis,Boletus sphaerocystis,MICH10049,PRJNA1022813,3095469,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus sphaerocystis,FEAD6D00
GCA_038090555.1_MN840070,Boletus subcaerulescens,MIN-840070,PRJNA1022813,495286,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus subcaerulescens,FDB530AC
GCA_038092595.1_MICH10052-Boletus-subdepauperatus,Boletus subdepauperatus,MICH10052,PRJNA1022813,3095470,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus subdepauperatus,FAC560BC
GCA_038092555.1_MICH10053-Boletus-subgraveolens,Boletus subgraveolens,MICH10053,PRJNA1022813,3095471,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus subgraveolens,F0BDDC79
GCA_038092575.1_MICH10055-Boletus-subluridellus,Boletus subluridellus,MICH10055,PRJNA1022813,1354913,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus subluridellus,FFB61F10
GCA_038092515.1_MICH10057-Boletus-subparvulus,Boletus subparvulus,MICH10057,PRJNA1022813,3095472,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus subparvulus,FD74E018
GCA_038092475.1_MICH10061-Boletus-tomentosulus,Boletus tomentosulus,MICH10061,PRJNA1022813,3095473,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus tomentosulus,F1C3D669
GCA_038093875.1_DLT-08-0025-Boletus-tylopilopsis,Boletus tylopilopsis,TRTC161144,PRJNA1022813,1609114,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus tylopilopsis,F434EE9D
GCA_038088695.1_UT508-Boletus-variipes,Boletus variipes,UT-M0000508,PRJNA1022813,182791,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus variipes,F736C358
GCA_038092395.1_MICH10063-Boletus-variipes_var._fagicola,Boletus variipes var. fagicola,MICH10063,PRJNA1022813,495287,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus variipes,F1FECD01
GCA_038091015.1_MICH41231-Boletus-vermiculosoides,Boletus vermiculosoides,MICH41231,PRJNA1022813,2169425,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus vermiculosoides,FEF75508
GCA_038090995.1_MICH41204-Boletus-vermiculosus,Boletus vermiculosus,MICH41204,PRJNA1022813,388854,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus vermiculosus,FC785E06
GCA_038092335.1_MICH10065-Boletus-vinaceobasis,Boletus vinaceobasis,MICH10065,PRJNA1022813,3095474,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Boletus,Boletus vinaceobasis,F977B819
GCA_030512295.1_Bombom1,Bombardia bombarda,SMH3391-2,PRJNA371210,252184,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Lasiosphaeriaceae,Bombardia,Bombardia bombarda,FEF6DD03
GCA_004802705.1_ASM480270v1,Bondarzewia mesenterica,DSM 108281,PRJNA521458,1095465,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Bondarzewiaceae,Bondarzewia,Bondarzewia mesenterica,F3358076
GCA_027604185.1_ASM2760418v1,Boothiomyces macroporosus,PLAUS21,PRJNA629979,261099,fungi,Chytridiomycota,,Chytridiomycetes,,Rhizophydiales,Terramycetaceae,Boothiomyces,Boothiomyces macroporosus,F22B2D3A
